"Programa de Governo"|"Ação"|"Órgão Responsável"|"Quanto foi previsto"|"Quanto já foi realizado <br>(Empenhado ou Pago)"
"Saude Publica de Qualidade e Eficaz"|"em 270 Loa 2023 - Aquisicao de Motolancia para o S Amu"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 271 Loa 2023 - Aquisicao de Veiculo de Passeio para Ubs Caranda"|"Secr.da Saude"|90000.00|70050.00
"Saude Publica de Qualidade e Eficaz"|"em 272 Loa 2023 - Aquisicao de Veiculo de Passeio para a Ubs Habiteto"|"Secr.da Saude"|90000.00|70050.00
"Saude Publica de Qualidade e Eficaz"|"em 273 Loa 2023 - Aquisicao de Veiculo de Passeio para a Ubs Vila Angelica"|"Secr.da Saude"|90000.00|70050.00
"Saude Publica de Qualidade e Eficaz"|"em 273 Loa 2024 - Fraldas Descartaveis nas Ubs"|"Secr.da Saude"|153000.00|153000.00
"Saude Publica de Qualidade e Eficaz"|"em 274 Loa 2023 - Aquisicao de Veiculo de Passeio para a Ubs Parque Sao Bento"|"Secr.da Saude"|90000.00|70050.00
"Saude Publica de Qualidade e Eficaz"|"em 274 Loa 2024 - Incremento de Materiais de Consu Mo para Servico Atendimento Movel Urgencia-samu"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 275 Loa 2023 - Aquisicao de Veiculo de Passeio para a Ubs Lopes de Oliveira"|"Secr.da Saude"|90000.00|70050.00
"Saude Publica de Qualidade e Eficaz"|"em 275 Loa 2024 - Aquisicao de Um Caminhao e Ferra Mentas para Auxilio Manutencao Unidades de Saude"|"Secr.da Saude"|247000.00|247000.00
"Saude Publica de Qualidade e Eficaz"|"em 276 Loa 2023 - Aquisicao de Veiculo de Passeio para a Ubs Jardim Rodrigo"|"Secr.da Saude"|90000.00|70050.00
"Saude Publica de Qualidade e Eficaz"|"em 276 Loa 2024 - Modernizacao dos Materiais e Qui Pamentos da Ubs do Bairro Mineirao"|"Secr.da Saude"|50000.00|35418.12
"Saude Publica de Qualidade e Eficaz"|"em 277 Loa 2023 - Aquisicao de Equipamentos e Mate Riais Permanentes para a Ubs Lopes de Oliveira"|"Secr.da Saude"|97379.50|77814.93
"Saude Publica de Qualidade e Eficaz"|"em 277 Loa 2024 - Custeio a Entidade Asipeca"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 278 Loa 2024 - Aquisicao de Medicamentos para a S Ubs"|"Secr.da Saude"|150000.00|150000.00
"Saude Publica de Qualidade e Eficaz"|"em 28 Loa 2023 - Custeio da Irmandade Santa Casa D e Misericordia"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 285 Loa 2025 - Investimento em Equipamento e Ma Terial Permanente para Santa Casa de Misericordia"|"Secr.da Saude"|517236.25|517236.25
"Saude Publica de Qualidade e Eficaz"|"em 286 Loa 2025 - Custeio ao Instituto Maria Claro Sorocaba"|"Secr.da Saude"|50000.10|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 288 Loa 2025 - Custeio a Associacao Pais e Amig os dos Excepcionais de Sorocaba - Apae Sorocaba"|"Secr.da Saude"|50000.08|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 289 Loa 2025 - Custeio a Instituicao Terapeutic a de Grupos de Habilitacao e Reabilitacao-integrar"|"Secr.da Saude"|50000.07|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 29 Loa 2023 - Custeio das Acoes do Hospital Gpa CI"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 290 Loa 2025 - Custeio a Associacao dos Fissura dos Labio Palatais de Sorocaba e Regiao - Afissore"|"Secr.da Saude"|50000.06|50000.06
"Saude Publica de Qualidade e Eficaz"|"em 291 Loa 2025 - Custeio ao Centro de Excelencia em Autismo-associacao Amigos dos Deficientes-amde"|"Secr.da Saude"|50000.05|50000.05
"Saude Publica de Qualidade e Eficaz"|"em 292 Loa 2025 - Custeio a Liga Sorocabana de Com Bate ao Cancer"|"Secr.da Saude"|50000.04|50000.04
"Saude Publica de Qualidade e Eficaz"|"em 294 Loa 2024 - Custeio as Acoes do Hospital San Ta Lucinda"|"Secr.da Saude"|350000.00|350000.00
"Saude Publica de Qualidade e Eficaz"|"em 3 Loa 2024 - Incremento da Atencao a Saude da P Opulacao para Procedimentos no Gpaci"|"Secr.da Saude"|248435.00|248435.00
"Saude Publica de Qualidade e Eficaz"|"em 308 Loa 2025 - Custeio para o Instituto Saude e M Equilibrio"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 310 Loa 2025 - Ampliacao do Abrigo de Animais D a Zoonoses"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 311 Loa 2025 - Reforco de Custeio para Entidade de Atendimento a Pessoas Com Cancer"|"Secr.da Saude"|20000.00|20000.00
"Saude Publica de Qualidade e Eficaz"|"em 312 Loa 2025 - Custeio da Atencao a Saude da Po Pulacao para Procedimento no Mac - Hospital Santa"|"Secr.da Saude"|197236.00|197236.00
"Saude Publica de Qualidade e Eficaz"|"em 313 Loa 2023-AQUISICAO Equipamentos e Materiais Permanentes P/secretaria de Saude-ubs Wanel Ville"|"Secr.da Saude"|70030.00|66369.17
"Saude Publica de Qualidade e Eficaz"|"em 315 Loa 2023 - Concessao a Entidade Gpaci, para Reforco ao Tratamento Oncologico Pediatrico"|"Secr.da Saude"|47349.50|47349.50
"Saude Publica de Qualidade e Eficaz"|"em 316 Loa 2023 - Aquisicao de Equipamentos e Mate Riais Permanentes para Ubs Parque Vitoria Regia"|"Secr.da Saude"|100000.00|69364.87
"Saude Publica de Qualidade e Eficaz"|"em 317 Loa 2023-AQUISICAO Equipamentos e Materiais Permanentes P/secretaria Saude-ubs Pq Sao Bento"|"Secr.da Saude"|100000.00|55605.39
"Saude Publica de Qualidade e Eficaz"|"em 317 Loa 2025 - Investimento para a Irmandade Sa Nta Casa de Misericordia"|"Secr.da Saude"|225000.00|225000.00
"Saude Publica de Qualidade e Eficaz"|"em 318 Loa 2025 - Equipamentos e Materiais Permane Ntes para a Zoonoses"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 319 Loa 2023-AQUISICAO Equipamentos e Materiais Permanentes P/secretaria de Saude - Ubs VL Barao"|"Secr.da Saude"|100000.00|59324.42
"Saude Publica de Qualidade e Eficaz"|"em 319 Loa 2025 - Custeio a Associacao de Socorro Imediato as Pessoas Com Cancer - Asipeca"|"Secr.da Saude"|50000.03|50000.03
"Saude Publica de Qualidade e Eficaz"|"em 320 Loa 2023 - Reforco para Entidade Cuidadora de Pessoa Com Fissura Labiopalatal - Afissore"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 320 Loa 2025 - Custeio ao Servico de Cirurgias Eletivas de Media Complexidade Realizado pelo Hosp"|"Secr.da Saude"|230000.01|230000.01
"Saude Publica de Qualidade e Eficaz"|"em 321 Loa 2023 - Incremento de Atencao a Saude da Populacao-santa Casa de Misericordia de Sorocaba"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 323 Loa 2023-AQUISICAO Equipamentos e Materiais Permanentes P/secretaria de Saude - Ubs Caranda"|"Secr.da Saude"|50000.00|35095.59
"Saude Publica de Qualidade e Eficaz"|"em 323 Loa 2025 - Custeio ao Grupo de Pesquisa e a Ss. ao Cancer Infantil - Gpaci -SERVICO de Oncolog"|"Secr.da Saude"|230000.02|230000.02
"Saude Publica de Qualidade e Eficaz"|"em 324 Loa 2023-AQUISICAO Equipamentos e Materiais Permanentes P/secretaria Saude-ubs Nova Esperanca"|"Secr.da Saude"|100000.00|97075.03
"Saude Publica de Qualidade e Eficaz"|"em 325 Loa 2023 - Incremento para Procedimentos de Assistencia Social Basica Junto a Entidade Apae"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 326 Loa 2023-PROMOVER a Insercao Articulada e Integrada do Hosp.santa Lucinda na Rede Serv.sus"|"Secr.da Saude"|70000.00|70000.00
"Saude Publica de Qualidade e Eficaz"|"em 327 Loa 2023 - Realizacao do Projeto Catarata P Ela Entidade Banco de Olhos de Sorocaba - Bos"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 328 Loa 2024 - Custeio a Entidade Gpaci, para R Eforco ao Tratamento"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 33 Loa 2025 - Verba para Custeio de Projetos da Ades- Agencia de Desenvolvimento Economico e Soc."|"Secr.da Saude"|627236.80|627236.80
"Saude Publica de Qualidade e Eficaz"|"em 330 Loa 2024 - Reforma de Areas Hospitalares de Apoio e Outras Areas de Internacao na Santa Casa"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 331 Loa 2024 - Custeio a Associacao Crescer Cen Tro Reabilitacao Especializada-crescer e Habilitar"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 332 Loa 2024-CUSTEIO a Ades-agencia de Desenvol Vimento Economico Social,projeto "ubs Saude Ativa""|"Secr.da Saude"|300000.00|300000.00
"Saude Publica de Qualidade e Eficaz"|"em 333 Loa 2024 - Custeio do Banco de Olhos de Sor Ocaba - Bos"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 334 Loa 2024 - Custeio a Entidade Apae - Associ Acao de Pais e Amigos dos Excepcionais de Sorocaba"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 335 Loa 2024 - Incremento para Custeios das Ati Vidades e Projetos Realizados pela Ibrapper"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 337 Loa 2024 - Custeio Geral da Instituicao Int Egrar"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 34 Loa 2025 - Verba Destinada a Ades - Agencia de Desenvolvimento Economico e Social"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 345 Loa 2023 - Incremento para Custeio das Ativ Idades e Projetos Realizados pelo Ibrapper"|"Secr.da Saude"|20000.00|20000.00
"Saude Publica de Qualidade e Eficaz"|"em 346 Loa 2023 - Incremento para Custeio das Ativ Idades e Projetos Realizados pela Amas"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 347 Loa 2023 - Incremento para Custeio das Ativ Idades e Projetos Realizados pela Integrar"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 347 Loa 2025 - Destinacao a Afissore . Associac ao dos Fissurados Labio Palatais de Sorocaba e Reg"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 348 Loa 2023 - Incremento para Custeio das Ativ Idades e Projetos Realizados pela Afissore"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 35 Loa 2023 - Servicos de Manutencao de Toldos e Tenda da Policlinica Dr. Edward Maluf"|"Secr.da Saude"|25874.00|16132.00
"Saude Publica de Qualidade e Eficaz"|"em 351 Loa 2023 - Atencao de Media e Alta Complexi Dade para Custeio do Hospital Santa Lucinda"|"Secr.da Saude"|42289.00|42289.00
"Saude Publica de Qualidade e Eficaz"|"em 352 Loa 2023 - Atencao de Media e Alta Complexi Dade para Gpaci"|"Secr.da Saude"|450000.00|450000.00
"Saude Publica de Qualidade e Eficaz"|"em 353 Loa 2023-ATENCAO de Media e Alta Complexida de P/custeio do Bos - Banco de Olhos de Sorocaba"|"Secr.da Saude"|332289.00|332289.00
"Saude Publica de Qualidade e Eficaz"|"em 353 Loa 2024 - Reforco de Custeio para Entidade Afissore"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 354 Loa 2023-ATENCAO Media e Alta Complex.p/cus Teio Irmandade Santa Casa de Misericordia"|"Secr.da Saude"|200000.00|200000.00
"Saude Publica de Qualidade e Eficaz"|"em 354 Loa 2024 - Reforco de Custeio para Entidade de Atendimento a Pessoas Com Cancer - Asipeca"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 357 Loa 2024 - Custeio ao Grupo de Pesquisa e a Ssitencia ao Cancer Infantil"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 358 Loa 2024-INCREMENTO Atencao Saude Populacao P/atividade do Grupo Pesquisa Cancer Inf.-gpaci"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 358 Loa 2025 - Custeio Geral do Gpaci . Grupo D e Pesquisa e Assistencia ao Cancer Infantil"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 359 Loa 2024 - Custeio Geral da Instituicao Int Egrar"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 360 Loa 2024 - Custeio do Mutirao de Cirurgias, Exames e Consultas do Bos"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 361 Loa 2023 - Incremento para Custeio das Ativ Idades e Projetos Realizados pela Amde"|"Secr.da Saude"|20000.00|20000.00
"Saude Publica de Qualidade e Eficaz"|"em 361 Loa 2024 -INCREMENTO para Custeio das Ativi Dades e Projetos Realizados pela Entidade Ibrapper"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 363 Loa 2024 - Investimentos em Reforma de Area S Hospitalares e de Internacao da Santa Casa"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 364 Loa 2023-CUSTEIO a Amas P/atendim.multidisc Iplinar Pessoas C/transtornos Neurodesenvolvimento"|"Secr.da Saude"|335000.00|335000.00
"Saude Publica de Qualidade e Eficaz"|"em 364 Loa 2024 - Incremento para Custeio das Ativ Idades Realizadas pelo Hospital Santa Lucinda"|"Secr.da Saude"|250000.00|250000.00
"Saude Publica de Qualidade e Eficaz"|"em 365 Loa 2023-CUSTEIO a Amde P/atendim.multidisc Iplinar Pessoas C/transtornos Neurodesenvolvimento"|"Secr.da Saude"|335000.00|335000.00
"Saude Publica de Qualidade e Eficaz"|"em 365 Loa 2024 - Custeio da Ajg - Associacao Anto Nio Jose Guarda"|"Secr.da Saude"|125000.00|125000.00
"Saude Publica de Qualidade e Eficaz"|"em 365 Loa 2025 - Custeio do Bos . Banco de Olhos de Sorocaba"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 366 Loa 2023-CUSTEIO a Asipeca P/atendim.pessoa S Com Transtornos do Neurodesenvolvimento"|"Secr.da Saude"|335000.00|335000.00
"Saude Publica de Qualidade e Eficaz"|"em 366 Loa 2024 - Incremento para Custeio Atividad Es e Projetos Realizados Area Oncologia Asipeca"|"Secr.da Saude"|150000.00|150000.00
"Saude Publica de Qualidade e Eficaz"|"em 367 Loa 2023 - Custeio ao Projeto "sorrir Faz M Uito Bem" Executado pela Afissore"|"Secr.da Saude"|150000.00|150000.00
"Saude Publica de Qualidade e Eficaz"|"em 367 Loa 2024-CUSTEIO Serv.atendimento Multidisc Iplinar,orientacao e Informacao Realizados Asipeca"|"Secr.da Saude"|75000.00|75000.00
"Saude Publica de Qualidade e Eficaz"|"em 367 Loa 2025 - Custeio Geral a Associacao de So Corro Imediato a Pessoas Com Cancer e Autismo - as"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 368 Loa 2023 - Aquisicao de Computadores para o Setor de Regulacao de Vagas"|"Secr.da Saude"|222500.00|222450.00
"Saude Publica de Qualidade e Eficaz"|"em 368 Loa 2024 - Custeio do Servico de Atendiment o Realizado pela Afissore"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 37 Loa 2023 - Custeio a Afissore"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 370 Loa 2025 - Custeio Geral a Apae - Associaca o de Pais e Amigos dos Excepcionais de Sorocaba"|"Secr.da Saude"|300000.00|300000.00
"Saude Publica de Qualidade e Eficaz"|"em 374 Loa 2023-CUSTEIO Geral Ativid.acoes do Grupo de Pesquisa e Assistencia ao Cancer-gpaci"|"Secr.da Saude"|235000.00|235000.00
"Saude Publica de Qualidade e Eficaz"|"em 375 Loa 2023 - Custeio Geral das Atividades e a Coes da Santa Casa de Misericordia de Sorocaba"|"Secr.da Saude"|235000.00|235000.00
"Saude Publica de Qualidade e Eficaz"|"em 376 Loa 2023 - Custeio Geral das Atividades e a Coes do Banco de Olhos de Sorocaba - Bos"|"Secr.da Saude"|235000.00|235000.00
"Saude Publica de Qualidade e Eficaz"|"em 377 Loa 2023 - Custeio Geral das Atividades e a Coes do Hospital Santa Lucinda"|"Secr.da Saude"|235000.00|235000.00
"Saude Publica de Qualidade e Eficaz"|"em 378 Loa 2023 - Custeio Geral das Atividades e a Coes da Asipeca"|"Secr.da Saude"|57379.50|57379.50
"Saude Publica de Qualidade e Eficaz"|"em 379 Loa 2024 - Custeio dos Servicos da Amde - a Ssociacao Amigos dos Deficientes"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 38 Loa 2023 - Custeio a Ibrapper"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 38 Loa 2025 - Custeio a Oncologia da Santa Casa de Misericordia de Sorocaba"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 381 Loa 2025 - Consultorio Odontologico Portati L Completo"|"Secr.da Saude"|40000.00|40000.00
"Saude Publica de Qualidade e Eficaz"|"em 384 Loa 2025 - Aquisicao de Jogos e Brinquedos para Atividades Terapeuticas"|"Secr.da Saude"|20000.00|15900.00
"Saude Publica de Qualidade e Eficaz"|"em 385 Loa 2025 - Aquisicao de Materiais Permanent Es"|"Secr.da Saude"|60000.00|58410.98
"Saude Publica de Qualidade e Eficaz"|"em 39 Loa 2023 - Custeio a Apeas - Associacao de P Ais do Espectro Autista de Sorocaba"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 39 Loa 2025 - Custeio ao Grupo de Pesquisa e as Sistencia ao Cancer Infantil . Gpaci"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 390 Loa 2025 - Destinacao a Asipeca . Associaca o de Socorro Imediato a Pessoas Com Cancer"|"Secr.da Saude"|310000.00|310000.00
"Saude Publica de Qualidade e Eficaz"|"em 391 Loa 2024 - Custeio ao Servico de Habilitaca o e Reabilitacao do Instituto Maria Claro"|"Secr.da Saude"|220000.00|220000.00
"Saude Publica de Qualidade e Eficaz"|"em 391 Loa 2025 - Custeio do Hospital Santa Lucind"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 395 Loa 2024 - Custeio das Acoes do Hospital Sa Nta Lucinda"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 399 Loa 2024 - Substituicao e Adequacao de Cade Iras Ergonomicas para Servidores Atencao Basica"|"Secr.da Saude"|400000.00|399227.30
"Saude Publica de Qualidade e Eficaz"|"em 40 Loa 2023 - Custeio a Asipeca - Associacao de Socorro Imediato a Pessoas Com Cancer"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 40 Loa 2025 - Custeio a Instituicao Creche Espe Cial Maria Claro"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 400 Loa 2024 - Custeio das Acoes Realizadas Pel a Associacao dos Amigos dos Deficientes - Amde"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 402 Loa 2025 - Destinacao ao Hospital Santa Luc Inda"|"Secr.da Saude"|300000.00|300000.00
"Saude Publica de Qualidade e Eficaz"|"em 404 Loa 2025 - Destinacao a Integrar . Institui Cao Terapeutica de Grupos de Habilitacao e Reabili"|"Secr.da Saude"|157000.00|157000.00
"Saude Publica de Qualidade e Eficaz"|"em 405 Loa 2025 - Destinacao a Amde . Associacao a Migos dos Deficientes"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 406 Loa 2024 - Custeio das Acoes do Hospital Gp Aci"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 407 Loa 2024-INVESTIM.REFORMA Areas Hospitalare S de Apoio e Outras Areas Internacao-santa Casa"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 407 Loa 2025 - Destinacao ao Banco de Olhos de Sorocaba - Bos"|"Secr.da Saude"|80000.00|80000.00
"Saude Publica de Qualidade e Eficaz"|"em 409 Loa 2025 - Destinacao a Apeas . Associacao de Pais do Espectro Autista de Sorocaba"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 41 Loa 2023 - Custeio a Associacao Ajg Antonio Jose Guarda"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 41 Loa 2025 - Custeio a Associacao Pais e Amigo S dos Excepcionais de Sorocaba . Apae"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 410 Loa 2025 - Destinacao a Asipeca . Associaca o de Socorro Imediato a Pessoas Com Cancer"|"Secr.da Saude"|300000.00|300000.00
"Saude Publica de Qualidade e Eficaz"|"em 411 Loa 2025 - Custeio de Prestador de Servicos para Cirurgia de Laqueadura"|"Secr.da Saude"|500000.00|119940.00
"Saude Publica de Qualidade e Eficaz"|"em 412 Loa 2025 - Incremento da Atencao a Saude da Populacao para Servicos no Grupo de Pesquisa ao"|"Secr.da Saude"|250000.00|250000.00
"Saude Publica de Qualidade e Eficaz"|"em 414 Loa 2025 - Custeio Asipeca - Associacao de Socorro Imediato a Pessoas Com Cancer e Autismo"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 415 Loa 2023 - Custeio a Associacao Antonio Jos e Guarda - Ajg"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 415 Loa 2024 - Custeio a Apeas - Associacao de Pais do Espectro Autista de Sorocaba"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 416 Loa 2025 - Custeio a Afissore - Associacao dos Fissurados Labio Palatais de Sorocaba e Regiao"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 417 Loa 2024 - Custeio a Ibrapper"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 418 Loa 2024 - Aquisicao de Equipamentos para a Santa Casa de Misericordia de Sorocaba"|"Secr.da Saude"|250000.00|250000.00
"Saude Publica de Qualidade e Eficaz"|"em 419 Loa 2024 - Custeio Geral das Atividades e a Coes do Banco de Olhos de Sorocaba - Bos"|"Secr.da Saude"|240000.00|240000.00
"Saude Publica de Qualidade e Eficaz"|"em 42 Loa 2023 - Custeio ao Bos - Banco de Olhos D e Sorocaba"|"Secr.da Saude"|150000.00|150000.00
"Saude Publica de Qualidade e Eficaz"|"em 420 Loa 2023 - Custeio Geral a Apae - Sorocaba"|"Secr.da Saude"|247759.00|247759.00
"Saude Publica de Qualidade e Eficaz"|"em 420 Loa 2024-CUSTEIO Geral Atividades e Acoes do Grupo Pesq.e Assistencia Cancer Inf.-gpaci"|"Secr.da Saude"|250000.00|250000.00
"Saude Publica de Qualidade e Eficaz"|"em 421 Loa 2024 - Custeio Geral das Atividades e a Coes do Hospital Santa Lucinda"|"Secr.da Saude"|190000.00|190000.00
"Saude Publica de Qualidade e Eficaz"|"em 422 Loa 2024-CUSTEIO Geral Atividades e Acoes da Assoc.socorro Imediato Pessoas C/cancer-asipeca"|"Secr.da Saude"|20000.00|20000.00
"Saude Publica de Qualidade e Eficaz"|"em 423 Loa 2024 - Custeio Geral das Atividades e a Coes da  Afissore"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 424 Loa 2023 - Custeio do Bos - Banco de Olhos de Sorocaba"|"Secr.da Saude"|100000.00|100000.00
"Saude Publica de Qualidade e Eficaz"|"em 424 Loa 2024 - Custeio Geral das Atividades e a Coes da Creche Especial Maria Claro de Sorocaba"|"Secr.da Saude"|20000.00|20000.00
"Saude Publica de Qualidade e Eficaz"|"em 425 Loa 2024-CUSTEIO Geral Atividades e Acoes da Assoc.pais e Amigoss Excepcionais Soroc.-apae"|"Secr.da Saude"|20000.00|20000.00
"Saude Publica de Qualidade e Eficaz"|"em 426 Loa 2024-CUSTEIO Geral Atividades e Acoes Inst.terapeutica Grupos Habilit.e Reabil.integrar"|"Secr.da Saude"|20000.00|20000.00
"Saude Publica de Qualidade e Eficaz"|"em 427 Loa 2024 - Custeio Geral das Atividades e a Coes da Liga Sorocabana de Combate ao Cancer"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 427 Loa 2025 - Incremento para Custeio do Hospi Tal Santa Lucinda"|"Secr.da Saude"|220000.00|220000.00
"Saude Publica de Qualidade e Eficaz"|"em 428 Loa 2024 - Aquisicao Materiais e Insumos DI Versos P/servico Atendimento Movel Urgencia-samu"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 429 Loa 2024-CUSTEIO Geral Atividades e Acoes Nucleo Apoio a Pesquisa Cistinose e Doencas Raras"|"Secr.da Saude"|70000.00|70000.00
"Saude Publica de Qualidade e Eficaz"|"em 43 Loa 2023 - Custeio a Instituicao Terapeutica de Grupos Habilitacao e Reabilitacao - Integrar"|"Secr.da Saude"|30000.00|30000.00
"Saude Publica de Qualidade e Eficaz"|"em 43 Loa 2025 - Custeio a Entidade Afissore - Ass Ociacao dos Fissurados Labio Palatais de Sorocaba"|"Secr.da Saude"|10000.00|10000.00
"Saude Publica de Qualidade e Eficaz"|"em 430 Loa 2023 - Custeio Geral do Gpaci - Grupo D e Pesquisa e Assistencia ao Cancer Infantil"|"Secr.da Saude"|200000.00|200000.00
"Saude Publica de Qualidade e Eficaz"|"em 437 Loa 2025 - Custeio ao Hospital Santa Lucind"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 438 Loa 2025 - Investimento na Santa Casa de MI Sericordia"|"Secr.da Saude"|300000.00|300000.00
"Saude Publica de Qualidade e Eficaz"|"em 44 Loa 2023 - Custeio a Associacao Amigos dos a Utistas de Sorocaba - Amas"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 448 Loa 2023 - Manutencao e Modernizacao da Ubs Julio de Mesquita Filho"|"Secr.da Saude"|50000.00|50000.00
"Saude Publica de Qualidade e Eficaz"|"em 448 Loa 2025 - Incremento a Saude da Populacao para Procedimentos no Grupo de Pesquisa ao Cancer"|"Secr.da Saude"|300000.00|300000.00
"Saude Publica de Qualidade e Eficaz"|"em 449 Loa 2023 - Incremento no Centro Cirurgico, Utis, Enfermarias e Hospital do Cancer"|"Secr.da Saude"|300000.00|300000.00
"Saude Publica de Qualidade e Eficaz"|"em 449 Loa 2025 - Incremento para Custeio do Hospi Tal da Irmandade da Santa Casa de Misericordia de"|"Secr.da Saude"|20000.00|20000.00
