"Programa de Governo"|"Ação"|"Órgão Responsável"|"Quanto foi previsto"|"Quanto já foi realizado <br>(Empenhado ou Pago)"
"Fortalecimento de Atencao a Saude"|"Faec Sia -TRANSPLANTES de Orgaos,tecidos e Celula"|"Secr.da Saude"|458286.20|453219.36
"Fortalecimento de Atencao a Saude"|"Glicemia"|"Secr.da Saude"|455277.00|292000.00
"Fortalecimento de Atencao a Saude"|"Inc.as Acoes de Vig.prev e Cont das Dst/aids e He Patites Virais"|"Secr.da Saude"|415333.40|199604.68
"Fortalecimento de Atencao a Saude"|"Incentivo Fin.aos Estados, Df e Municipios para VI Gilancia em Saude - Despesas Diversas"|"Secr.da Saude"|2315392.22|1606311.71
"Fortalecimento de Atencao a Saude"|"Incentivo Fin.as Acoes de Vigilancia e Prevencao e Controle das Dst/aids e Hepatites Virais"|"Secr.da Saude"|249131.00|65537.13
"Fortalecimento de Atencao a Saude"|"Inovacao e Conservacao"|"Secr.da Saude"|396493742.68|365290651.80
"Fortalecimento de Atencao a Saude"|"Pab Fixo"|"Secr.da Saude"|15828057.26|15158499.81
"Fortalecimento de Atencao a Saude"|"Piso de Atencao Basica Fixo - Pab Fixo"|"Secr.da Saude"|9477622.43|7733611.65
"Fortalecimento de Atencao a Saude"|"Piso de Atencao Basica Variavel - Pab"|"Secr.da Saude"|10600958.39|7507194.06
"Fortalecimento de Atencao a Saude"|"Piso Fixo de Vigilancia em Saude (pfvs)"|"Secr.da Saude"|3810312.47|1796487.73
"Fortalecimento de Atencao a Saude"|"Piso Fixo de Vigilancia Sanitaria - Parte Anvisa"|"Secr.da Saude"|58013.28|5415.24
"Fortalecimento de Atencao a Saude"|"Piso Fixo de Vigilancia Sanitaria - Parte Fns"|"Secr.da Saude"|166737.66|5893.33
"Fortalecimento de Atencao a Saude"|"Programa de Assistencia Farmaceutica Basica"|"Secr.da Saude"|3640844.04|3354673.10
"Fortalecimento de Atencao a Saude"|"Programa de Financiamento das Acoes de Alimentacao - Fan"|"Secr.da Saude"|64000.00|62881.38
"Fortalecimento de Atencao a Saude"|"Programa Melhoria do Acesso e da Qualidade - Pmaq"|"Secr.da Saude"|416358.70|301806.16
"Fortalecimento de Atencao a Saude"|"Promocao da Assistencia Farmaceutica e Insumos Est Rategicos na Atencao Basica em Saude"|"Secr.da Saude"|2532878.93|1812297.42
"Fortalecimento de Atencao a Saude"|"Samu 192"|"Secr.da Saude"|5860700.00|5334561.07
"Fortalecimento de Atencao a Saude"|"Saude Bucal - Sb"|"Secr.da Saude"|53520.00|53519.00
"Fortalecimento de Atencao a Saude"|"Saude da Familia - Sf"|"Secr.da Saude"|2337360.00|2174927.50
"Fortalecimento de Atencao a Saude"|"Servicos de Atendimento Movel as Urgencias - Samu"|"Secr.da Saude"|1308000.00|924632.31
"Fortalecimento de Atencao a Saude"|"Servicos de Atendimento Movel as Urgencias - Samu - Rede de Atendimento a Urgencia"|"Secr.da Saude"|1272700.00|492517.26
"Fortalecimento de Atencao a Saude"|"Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Secr.da Saude"|49131186.89|48555594.38
"Fortalecimento de Atencao a Saude"|"Teto Municipal de Media e Alta Complexidade Ambula Torial - Santa Casa"|"Secr.da Saude"|88870338.51|88547393.95
"Fortalecimento de Atencao a Saude"|"Teto Municipal Melhor em Casa"|"Secr.da Saude"|810500.00|800288.93
"Fortalecimento de Atencao a Saude"|"Teto Municipal Rede Psicossocial (rsm-crac)"|"Secr.da Saude"|3193213.20|3193159.13
"Fortalecimento de Atencao a Saude"|"Teto Municipal Rede Saude Mental (rsme)"|"Secr.da Saude"|11728299.24|11640699.24
"Reestruturacao da Rede de Atencao Hospitalar"|"Contratualizacao da Rede Hospitalar"|"Secr.da Saude"|81768799.64|81764740.42
"Reestruturacao da Rede de Atencao Hospitalar"|"Emenda 272 Pl Loa 2016"|"Secr.da Saude"|225000.00|225000.00

